"order_id","customer_id","customer_name","brand_name","category_name","product_name","model_year","quantity","list_price","revenue","discount","profit","order_date","required_date","shipped_date","sales_name","manager_name","store_name","city"
519,54,"Fran Yang","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.07","437.0907","2016-10-22","2016-10-23","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
519,54,"Fran Yang","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,1,"3999.99","3999.99","0.05","3799.9905","2016-10-22","2016-10-23","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
520,639,"Ronald Parsons","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.2","439.992","2016-10-23","2016-10-26","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
520,639,"Ronald Parsons","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.1","539.991","2016-10-23","2016-10-26","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
520,639,"Ronald Parsons","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,1,"1549.00","1549.00","0.07","1440.5700","2016-10-23","2016-10-26","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
521,664,"Augustus Schmidt","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.2","215.992","2016-10-23","2016-10-25","2016-10-25","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
521,664,"Augustus Schmidt","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,1,"1320.99","1320.99","0.2","1056.792","2016-10-23","2016-10-25","2016-10-25","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
522,724,"Lois Steele","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.05","256.4905","2016-10-23","2016-10-24","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
522,724,"Lois Steele","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,2,"269.99","539.98","0.07","521.0807","2016-10-23","2016-10-24","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
522,724,"Lois Steele","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,2,"2899.99","5799.98","0.07","5596.9807","2016-10-23","2016-10-24","2016-10-24","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
523,1056,"Rebbecca Espinoza","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.2","439.992","2016-10-24","2016-10-26","2016-10-27","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
523,1056,"Rebbecca Espinoza","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.07","1157.9807","2016-10-24","2016-10-26","2016-10-27","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
523,1056,"Rebbecca Espinoza","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,1,"599.99","599.99","0.05","569.9905","2016-10-24","2016-10-26","2016-10-27","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
523,1056,"Rebbecca Espinoza","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,2,"1320.99","2641.98","0.1","2509.881","2016-10-24","2016-10-26","2016-10-27","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
524,569,"Lucas Estes","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.05","569.9905","2016-10-25","2016-10-26","2016-10-27","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
524,569,"Lucas Estes","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,1,"749.99","749.99","0.05","712.4905","2016-10-25","2016-10-26","2016-10-27","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
524,569,"Lucas Estes","Surly","Cyclocross Bicycles","Surly Straggler 650b - 2016",2016,1,"1680.99","1680.99","0.07","1563.3207","2016-10-25","2016-10-26","2016-10-27","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
524,569,"Lucas Estes","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,2,"999.99","1999.98","0.07","1929.9807","2016-10-25","2016-10-26","2016-10-27","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
524,569,"Lucas Estes","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,1,"2999.99","2999.99","0.2","2399.992","2016-10-25","2016-10-26","2016-10-27","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
525,1315,"Omega Johnston","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,1,"1549.00","1549.00","0.1","1394.100","2016-10-26","2016-10-28","2016-10-29","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
525,1315,"Omega Johnston","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,2,"469.99","939.98","0.07","907.0807","2016-10-26","2016-10-28","2016-10-29","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
525,1315,"Omega Johnston","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.07","5789.9807","2016-10-26","2016-10-28","2016-10-29","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
526,1096,"Tonda Webb","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.05","256.4905","2016-10-26","2016-10-28","2016-10-28","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
526,1096,"Tonda Webb","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,1,"529.99","529.99","0.07","492.8907","2016-10-26","2016-10-28","2016-10-28","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
526,1096,"Tonda Webb","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,2,"999.99","1999.98","0.1","1899.981","2016-10-26","2016-10-28","2016-10-28","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
526,1096,"Tonda Webb","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.1","1619.991","2016-10-26","2016-10-28","2016-10-28","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
527,506,"Irving Pitts","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,2,"449.00","898.00","0.07","866.5700","2016-10-27","2016-10-29","2016-10-28","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
527,506,"Irving Pitts","Pure Cycles","Cruisers Bicycles","Pure Cycles William 3-Speed - 2016",2016,1,"449.00","449.00","0.1","404.100","2016-10-27","2016-10-29","2016-10-28","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
527,506,"Irving Pitts","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.2","5399.982","2016-10-27","2016-10-29","2016-10-28","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
527,506,"Irving Pitts","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,1,"2899.99","2899.99","0.2","2319.992","2016-10-27","2016-10-29","2016-10-28","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
528,676,"Gayle Wilkinson","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.05","526.4805","2016-10-28","2016-10-31","2016-10-31","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
529,753,"Mandi Gibbs","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.07","1061.4807","2016-10-28","2016-10-30","2016-10-31","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
530,773,"Yolando Wade","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,2,"749.99","1499.98","0.05","1462.4805","2016-10-28","2016-10-31","2016-10-31","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
530,773,"Yolando Wade","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,2,"469.99","939.98","0.2","845.982","2016-10-28","2016-10-31","2016-10-31","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
530,773,"Yolando Wade","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,1,"2899.99","2899.99","0.07","2696.9907","2016-10-28","2016-10-31","2016-10-31","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
531,116,"Merlene Vinson","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,1,"499.99","499.99","0.07","464.9907","2016-10-28","2016-10-29","2016-10-30","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
531,116,"Merlene Vinson","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.2","989.982","2016-10-28","2016-10-29","2016-10-30","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
531,116,"Merlene Vinson","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.2","375.992","2016-10-28","2016-10-29","2016-10-30","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
532,817,"Zelda Pratt","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.1","494.991","2016-10-29","2016-10-31","2016-10-30","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
532,817,"Zelda Pratt","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.2","1079.982","2016-10-29","2016-10-31","2016-10-30","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
532,817,"Zelda Pratt","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,2,"429.00","858.00","0.07","827.9700","2016-10-29","2016-10-31","2016-10-30","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
533,1334,"Ashleigh Finch","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,1,"499.99","499.99","0.05","474.9905","2016-10-29","2016-11-01","2016-11-01","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
533,1334,"Ashleigh Finch","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.1","1044.981","2016-10-29","2016-11-01","2016-11-01","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
533,1334,"Ashleigh Finch","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,1,"1549.00","1549.00","0.2","1239.200","2016-10-29","2016-11-01","2016-11-01","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
533,1334,"Ashleigh Finch","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,1,"2899.99","2899.99","0.2","2319.992","2016-10-29","2016-11-01","2016-11-01","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
534,1406,"Farrah Orr","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.05","526.4805","2016-10-29","2016-10-30","2016-10-31","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
534,1406,"Farrah Orr","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.1","1044.981","2016-10-29","2016-10-30","2016-10-31","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
534,1406,"Farrah Orr","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,1,"749.99","749.99","0.07","697.4907","2016-10-29","2016-10-30","2016-10-31","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
534,1406,"Farrah Orr","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.05","5849.9805","2016-10-29","2016-10-30","2016-10-31","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
535,835,"Roseanne Maynard","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,2,"269.99","539.98","0.1","512.981","2016-10-29","2016-10-31","2016-11-01","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
535,835,"Roseanne Maynard","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.05","522.4905","2016-10-29","2016-10-31","2016-11-01","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
535,835,"Roseanne Maynard","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,1,"529.99","529.99","0.1","476.991","2016-10-29","2016-10-31","2016-11-01","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
536,759,"Cira Downs","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.1","242.991","2016-10-31","2016-11-02","2016-11-01","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
536,759,"Cira Downs","Electra","Cruisers Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.07","251.0907","2016-10-31","2016-11-02","2016-11-01","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
536,759,"Cira Downs","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,2,"549.99","1099.98","0.05","1072.4805","2016-10-31","2016-11-02","2016-11-01","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
536,759,"Cira Downs","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,1,"749.99","749.99","0.1","674.991","2016-10-31","2016-11-02","2016-11-01","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
537,1353,"Agatha Daniels","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,2,"499.99","999.98","0.2","899.982","2016-10-31","2016-11-01","2016-11-03","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
537,1353,"Agatha Daniels","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.05","569.9905","2016-10-31","2016-11-01","2016-11-03","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
537,1353,"Agatha Daniels","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,2,"429.00","858.00","0.1","815.100","2016-10-31","2016-11-01","2016-11-03","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
537,1353,"Agatha Daniels","Surly","Cyclocross Bicycles","Surly Straggler - 2016",2016,1,"1549.00","1549.00","0.05","1471.5500","2016-10-31","2016-11-01","2016-11-03","Mireya Copeland","Fabiola Jackson","Santa Cruz Bikes","Santa Cruz"
538,341,"Delana Scott","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,2,"749.99","1499.98","0.2","1349.982","2016-11-02","2016-11-05","2016-11-05","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
539,1144,"Jewel Sparks","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.07","521.0807","2016-11-02","2016-11-04","2016-11-03","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
539,1144,"Jewel Sparks","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,1,"299.99","299.99","0.05","284.9905","2016-11-02","2016-11-04","2016-11-03","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
539,1144,"Jewel Sparks","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,2,"2999.99","5999.98","0.1","5699.981","2016-11-02","2016-11-04","2016-11-03","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
540,1429,"Lorrie Justice","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,2,"299.99","599.98","0.07","578.9807","2016-11-03","2016-11-05","2016-11-06","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
540,1429,"Lorrie Justice","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.1","1139.981","2016-11-03","2016-11-05","2016-11-06","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
540,1429,"Lorrie Justice","Pure Cycles","Cruisers Bicycles","Pure Cycles William 3-Speed - 2016",2016,1,"449.00","449.00","0.1","404.100","2016-11-03","2016-11-05","2016-11-06","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
541,1228,"Zulema Clemons","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,2,"269.99","539.98","0.05","526.4805","2016-11-04","2016-11-07","2016-11-07","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
542,313,"Melani Jarvis","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.2","1079.982","2016-11-04","2016-11-06","2016-11-05","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
542,313,"Melani Jarvis","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,1,"599.99","599.99","0.1","539.991","2016-11-04","2016-11-06","2016-11-05","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
542,313,"Melani Jarvis","Pure Cycles","Cruisers Bicycles","Pure Cycles William 3-Speed - 2016",2016,2,"449.00","898.00","0.2","808.200","2016-11-04","2016-11-06","2016-11-05","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
542,313,"Melani Jarvis","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,1,"2999.99","2999.99","0.1","2699.991","2016-11-04","2016-11-06","2016-11-05","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
543,62,"Alica Hunter","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,1,"499.99","499.99","0.2","399.992","2016-11-06","2016-11-09","2016-11-08","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
543,62,"Alica Hunter","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,2,"599.99","1199.98","0.05","1169.9805","2016-11-06","2016-11-09","2016-11-08","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
543,62,"Alica Hunter","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,1,"449.00","449.00","0.2","359.200","2016-11-06","2016-11-09","2016-11-08","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
544,321,"Chere Hardin","Electra","Children Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,1,"269.99","269.99","0.05","256.4905","2016-11-06","2016-11-07","2016-11-08","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
544,321,"Chere Hardin","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.05","522.4905","2016-11-06","2016-11-07","2016-11-08","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
544,321,"Chere Hardin","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,1,"429.00","429.00","0.1","386.100","2016-11-06","2016-11-07","2016-11-08","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
545,1108,"Bao Wade","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.2","439.992","2016-11-08","2016-11-10","2016-11-09","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
545,1108,"Bao Wade","Electra","Comfort Bicycles","Electra Townie Original 7D - 2015/2016",2016,2,"499.99","999.98","0.2","899.982","2016-11-08","2016-11-10","2016-11-09","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
545,1108,"Bao Wade","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - Women's - 2016",2016,2,"599.99","1199.98","0.07","1157.9807","2016-11-08","2016-11-10","2016-11-09","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
545,1108,"Bao Wade","Surly","Mountain Bikes","Surly Ice Cream Truck Frameset - 2016",2016,1,"469.99","469.99","0.07","437.0907","2016-11-08","2016-11-10","2016-11-09","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
546,470,"Loise Walker","Pure Cycles","Cruisers Bicycles","Pure Cycles Vine 8-Speed - 2016",2016,2,"429.00","858.00","0.05","836.5500","2016-11-09","2016-11-12","2016-11-10","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
546,470,"Loise Walker","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,2,"449.00","898.00","0.07","866.5700","2016-11-09","2016-11-12","2016-11-10","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
546,470,"Loise Walker","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.1","1619.991","2016-11-09","2016-11-12","2016-11-10","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
547,20,"Aleta Shepard","Heller","Mountain Bikes","Heller Shagamaw Frame - 2016",2016,1,"1320.99","1320.99","0.1","1188.891","2016-11-09","2016-11-11","2016-11-10","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
547,20,"Aleta Shepard","Surly","Cyclocross Bicycles","Surly Straggler 650b - 2016",2016,2,"1680.99","3361.98","0.05","3277.9305","2016-11-09","2016-11-11","2016-11-10","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
547,20,"Aleta Shepard","Trek","Electric Bikes","Trek Conduit+ - 2016",2016,1,"2999.99","2999.99","0.2","2399.992","2016-11-09","2016-11-11","2016-11-10","Kali Vargas","Fabiola Jackson","Rowlett Bikes","Rowlett"
548,739,"Bobbi Banks","Surly","Cyclocross Bicycles","Surly Straggler 650b - 2016",2016,2,"1680.99","3361.98","0.07","3244.3107","2016-11-11","2016-11-13","2016-11-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
548,739,"Bobbi Banks","Trek","Mountain Bikes","Trek Remedy 29 Carbon Frameset - 2016",2016,1,"1799.99","1799.99","0.1","1619.991","2016-11-11","2016-11-13","2016-11-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
549,64,"Bobbie Foster","Electra","Cruisers Bicycles","Electra Cruiser 1 (24-Inch) - 2016",2016,2,"269.99","539.98","0.1","512.981","2016-11-12","2016-11-12",NULL,"Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
549,64,"Bobbie Foster","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,1,"529.99","529.99","0.07","492.8907","2016-11-12","2016-11-12",NULL,"Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
549,64,"Bobbie Foster","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.05","569.9905","2016-11-12","2016-11-12",NULL,"Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
549,64,"Bobbie Foster","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,1,"999.99","999.99","0.07","929.9907","2016-11-12","2016-11-12",NULL,"Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
549,64,"Bobbie Foster","Trek","Mountain Bikes","Trek Slash 8 27.5 - 2016",2016,1,"3999.99","3999.99","0.05","3799.9905","2016-11-12","2016-11-12",NULL,"Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
550,892,"Alissa Craft","Trek","Mountain Bikes","Trek Fuel EX 8 29 - 2016",2016,1,"2899.99","2899.99","0.05","2754.9905","2016-11-12","2016-11-14","2016-11-15","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
551,1169,"Beatris Joyner","Electra","Comfort Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.07","557.9907","2016-11-12","2016-11-13","2016-11-13","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
551,1169,"Beatris Joyner","Electra","Cruisers Bicycles","Electra Moto 1 - 2016",2016,2,"529.99","1059.98","0.2","953.982","2016-11-12","2016-11-13","2016-11-13","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
551,1169,"Beatris Joyner","Electra","Cruisers Bicycles","Electra Townie Original 7D EQ - 2016",2016,1,"599.99","599.99","0.05","569.9905","2016-11-12","2016-11-13","2016-11-13","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
551,1169,"Beatris Joyner","Surly","Cyclocross Bicycles","Surly Straggler 650b - 2016",2016,2,"1680.99","3361.98","0.2","3025.782","2016-11-12","2016-11-13","2016-11-13","Marcelene Boyer","Jannette David","Baldwin Bikes","Baldwin"
552,1282,"Alexis Mack","Electra","Children Bicycles","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,1,"299.99","299.99","0.2","239.992","2016-11-12","2016-11-15","2016-11-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
552,1282,"Alexis Mack","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.2","439.992","2016-11-12","2016-11-15","2016-11-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
552,1282,"Alexis Mack","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,1,"449.00","449.00","0.1","404.100","2016-11-12","2016-11-15","2016-11-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
552,1282,"Alexis Mack","Pure Cycles","Cruisers Bicycles","Pure Cycles William 3-Speed - 2016",2016,2,"449.00","898.00","0.2","808.200","2016-11-12","2016-11-15","2016-11-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
552,1282,"Alexis Mack","Ritchey","Mountain Bikes","Ritchey Timberwolf Frameset - 2016",2016,1,"749.99","749.99","0.2","599.992","2016-11-12","2016-11-15","2016-11-13","Venita Daniel","Jannette David","Baldwin Bikes","Baldwin"
553,913,"Liliana Kerr","Electra","Comfort Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.1","494.991","2016-11-12","2016-11-13","2016-11-15","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
553,913,"Liliana Kerr","Electra","Cruisers Bicycles","Electra Townie Original 21D - 2016",2016,1,"549.99","549.99","0.07","511.4907","2016-11-12","2016-11-13","2016-11-15","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
553,913,"Liliana Kerr","Pure Cycles","Cruisers Bicycles","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,2,"449.00","898.00","0.07","866.5700","2016-11-12","2016-11-13","2016-11-15","Layla Terrell","Venita Daniel","Rowlett Bikes","Rowlett"
554,104,"Katharina Bates","Electra","Children Bicycles","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,1,"269.99","269.99","0.05","256.4905","2016-11-13","2016-11-14","2016-11-16","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
554,104,"Katharina Bates","Surly","Mountain Bikes","Surly Wednesday Frameset - 2016",2016,2,"999.99","1999.98","0.07","1929.9807","2016-11-13","2016-11-14","2016-11-16","Genna Serrano","Mireya Copeland","Santa Cruz Bikes","Santa Cruz"
